[2026-01-28 14:13:24] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-01-28 14:18:27] REGISTER | admin2 | New user registered
[2026-01-28 14:18:34] LOGIN | admin | User logged in with role: ADMIN
[2026-01-28 14:18:43] ROLE_UPDATE | SYSTEM | Role updated for user admin2 to: ADMIN
[2026-01-28 14:18:46] LOGOUT | admin | User logged out
[2026-01-28 14:18:56] LOGIN | admin2 | User logged in with role: ADMIN
[2026-01-28 14:18:59] LOGOUT | admin2 | User logged out
[2026-01-28 14:19:11] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-01-28 14:35:18] LOGIN | admin2 | User logged in with role: ADMIN
[2026-01-28 14:39:51] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-01-28 14:46:23] LOGIN | admin | User logged in with role: ADMIN
[2026-01-28 14:48:31] LOGOUT | admin | User logged out
[2026-01-28 14:48:39] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-01-28 14:54:16] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-01-28 15:16:02] REGISTER | ayman | New user registered
[2026-01-28 15:16:18] LOGIN_FAILED | aymam | Failed login attempt
[2026-01-28 15:16:25] LOGIN | ayman | User logged in with role: CUSTOMER
[2026-01-28 15:17:46] LOGOUT | ayman | User logged out
[2026-01-28 15:17:52] LOGIN_FAILED | admiin | Failed login attempt
[2026-01-28 15:17:58] LOGIN | admin | User logged in with role: ADMIN
[2026-01-28 15:19:20] ROLE_UPDATE | SYSTEM | Role updated for user ayman to: ADMIN
[2026-01-28 15:19:28] LOGOUT | admin | User logged out
[2026-03-08 15:13:16] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-08 15:13:22] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-08 15:13:26] LOGOUT | shifat | User logged out
[2026-03-08 15:15:55] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-08 15:16:04] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-08 15:34:05] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-08 15:34:16] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-08 15:54:44] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-08 15:54:51] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-12 11:34:22] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-12 11:34:31] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-15 11:05:50] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-15 11:06:11] LOGIN_FAILED | shifat | Failed login attempt
[2026-03-15 11:06:21] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-15 11:07:11] LOGOUT | shifat | User logged out
[2026-03-15 11:07:18] LOGIN | admin | User logged in with role: ADMIN
[2026-03-26 21:32:07] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-26 21:32:13] LOGIN | admin | User logged in with role: ADMIN
[2026-03-26 21:32:24] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-26 21:34:20] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-26 21:34:28] LOGIN | admin | User logged in with role: ADMIN
[2026-03-26 21:34:48] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-26 21:36:35] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-26 21:36:41] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-26 21:37:23] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-27 22:44:46] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-27 22:44:52] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-27 22:46:41] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-27 23:06:03] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-27 23:06:09] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-27 23:09:51] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-27 23:09:55] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-27 23:10:01] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-27 23:10:15] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-27 23:16:26] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-27 23:16:32] LOGIN | admin | User logged in with role: ADMIN
[2026-03-27 23:16:53] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 01:37:14] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 01:37:20] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 01:37:27] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 12:05:05] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 12:05:10] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 12:05:26] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 12:05:49] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 12:05:53] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 12:06:20] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 13:44:34] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 13:44:41] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 13:44:46] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 13:44:48] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 14:58:56] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 14:59:31] REGISTER | Arafat | New user registered
[2026-03-28 14:59:40] LOGIN | arafat | User logged in with role: CUSTOMER
[2026-03-28 15:00:11] LOGOUT | arafat | User logged out
[2026-03-28 15:00:16] LOGIN_FAILED | admin | Failed login attempt
[2026-03-28 15:00:24] LOGIN | admin | User logged in with role: ADMIN
[2026-03-28 15:02:29] LOGOUT | admin | User logged out
[2026-03-28 15:02:38] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 15:05:06] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 15:05:21] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 15:05:26] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 15:08:23] LOGOUT | shifat | User logged out
[2026-03-28 15:18:17] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 15:18:20] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 15:18:48] REGISTER | user | New user registered
[2026-03-28 15:18:55] LOGIN | user | User logged in with role: CUSTOMER
[2026-03-28 15:19:04] LOGOUT | user | User logged out
[2026-03-28 15:19:18] LOGIN_FAILED | admin | Failed login attempt
[2026-03-28 15:19:23] LOGIN | admin | User logged in with role: ADMIN
[2026-03-28 15:19:29] LOGOUT | admin | User logged out
[2026-03-28 15:19:36] LOGIN_FAILED | user | Failed login attempt
[2026-03-28 15:19:45] LOGIN | user | User logged in with role: CUSTOMER
[2026-03-28 15:20:02] LOGOUT | user | User logged out
[2026-03-28 15:20:29] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 15:26:50] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-28 15:27:13] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-28 15:51:30] REGISTER | user2 | New user registered
[2026-03-28 15:51:38] LOGIN | admin | User logged in with role: ADMIN
[2026-03-28 15:54:02] ROLE_UPDATE | SYSTEM | Role updated for user customer to: ADMIN
[2026-03-28 15:55:36] LOGOUT | admin | User logged out
[2026-03-28 15:55:43] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-28 15:59:09] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-30 16:07:20] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-30 16:07:20] SHUTDOWN | SYSTEM | Application terminated by user
[2026-03-30 16:07:20] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
[2026-03-30 16:09:25] STARTUP | SYSTEM | SmartGrocery CLI application started
[2026-03-30 16:09:47] LOGIN | shifat | User logged in with role: CUSTOMER
[2026-03-30 16:09:58] SHUTDOWN | SYSTEM | SmartGrocery CLI application stopped
